PHIF,SW,VSH,BVW,KLOGH,KLOGV,WELL,DEPTH
0.233337,0.9456,0.3611,0.220645,4.1348,2.5582,15_9-19 BT2,4095.9024
0.247102,0.9537,0.3173,0.23565,13.2048,8.7761,15_9-19 BT2,4096.0548
0.23202,0.9901,0.3723,0.229729,3.2036,1.9512,15_9-19 BT2,4096.2072
0.255758,0.9075,0.2749,0.23211,37.3152,26.4399,15_9-19 BT2,4096.3596
0.271936,0.8644,0.2671,0.23506,59.1579,43.1242,15_9-19 BT2,4096.512
0.272434,0.8571,0.2742,0.233512,51.439,37.1756,15_9-19 BT2,4096.6644
0.229373,0.9741,0.2788,0.223439,21.1576,14.4762,15_9-19 BT2,4096.8168
0.243151,0.9325,0.2489,0.22673,50.7631,36.6572,15_9-19 BT2,4096.9692
0.232661,0.9668,0.2761,0.224945,23.7833,16.3904,15_9-19 BT2,4097.1216
0.230864,0.9773,0.2739,0.22562,24.0954,16.6189,15_9-19 BT2,4097.274
0.212596,1.0,0.2728,0.212596,17.5955,11.903,15_9-19 BT2,4097.4264
0.21942,0.9734,0.2763,0.213577,18.5444,12.5855,15_9-19 BT2,4097.5788
0.22913,0.9442,0.2875,0.216355,17.6158,11.9175,15_9-19 BT2,4097.7312
0.239014,0.935,0.3318,0.223479,8.4379,5.4553,15_9-19 BT2,4097.8836
0.221157,0.9938,0.3525,0.219778,3.9479,2.4357,15_9-19 BT2,4098.036
0.209729,1.0,0.3108,0.209729,7.6028,4.8839,15_9-19 BT2,4098.1884
0.184604,1.0,0.3567,0.184604,1.8484,1.0882,15_9-19 BT2,4098.3408
0.195414,1.0,0.3372,0.195414,3.3736,2.0613,15_9-19 BT2,4098.4932
0.18801,0.9869,0.3542,0.185547,2.0722,1.2286,15_9-19 BT2,4098.6456
0.197702,0.9714,0.3682,0.192049,1.8543,1.092,15_9-19 BT2,4098.798
0.194861,0.9889,0.3562,0.192691,2.2555,1.3443,15_9-19 BT2,4098.9504
0.189721,1.0,0.377,0.189721,1.334,0.7698,15_9-19 BT2,4099.1028
0.15205,1.0,0.4018,0.15205,0.3981,0.2132,15_9-19 BT2,4099.2552
0.141728,1.0,0.3896,0.141728,0.4245,0.2282,15_9-19 BT2,4099.4076
0.193646,1.0,0.3545,0.193646,2.2857,1.3634,15_9-19 BT2,4099.56
0.115056,1.0,0.3725,0.115056,0.1,0.1971,15_9-19 BT2,4099.7124
0.112158,1.0,0.3561,0.112158,0.1,0.2672,15_9-19 BT2,4099.8648
0.10443,1.0,0.3407,0.10443,0.1,0.3224,15_9-19 BT2,4100.0172
0.096695,1.0,0.3431,0.096695,0.1,0.2631,15_9-19 BT2,4100.1696
0.13255,0.8955,0.3686,0.118698,0.1,0.3023,15_9-19 BT2,4100.322
0.168576,0.6027,0.3742,0.101599,0.9576,0.5414,15_9-19 BT2,4100.4744
0.145227,0.6286,0.3347,0.091289,1.4122,0.8178,15_9-19 BT2,4100.6268
0.170148,0.7008,0.3645,0.119243,1.2053,0.6912,15_9-19 BT2,4100.7792
0.191467,0.9596,0.3753,0.183723,1.4245,0.8253,15_9-19 BT2,4100.9316
0.200005,0.9579,0.3614,0.191589,2.2278,1.3268,15_9-19 BT2,4101.084
0.238872,0.8868,0.3819,0.21184,2.9775,1.8053,15_9-19 BT2,4101.2364
0.211225,1.0,0.387,0.211225,1.61,0.9399,15_9-19 BT2,4101.3888
0.205138,1.0,0.3873,0.205138,1.4308,0.8292,15_9-19 BT2,4101.5412
0.240185,0.9097,0.3823,0.218501,3.0249,1.8359,15_9-19 BT2,4101.6936
0.138408,1.0,0.3575,0.138408,0.7755,0.4328,15_9-19 BT2,4101.846
0.119453,1.0,0.3463,0.119453,0.6906,0.3826,15_9-19 BT2,4101.9984
0.07834,1.0,0.3459,0.07834,0.3264,0.1727,15_9-19 BT2,4102.1508
0.135354,1.0,0.3612,0.135354,0.679,0.3758,15_9-19 BT2,4102.3032
0.189072,1.0,0.3868,0.189072,1.0758,0.6126,15_9-19 BT2,4102.4556
0.193708,1.0,0.4194,0.193708,0.5956,0.327,15_9-19 BT2,4102.608
0.199992,1.0,0.4238,0.199992,0.6111,0.3361,15_9-19 BT2,4102.7604
0.194293,1.0,0.4255,0.194293,0.5311,0.2896,15_9-19 BT2,4102.9128
0.193144,0.9613,0.3122,0.185663,5.4333,3.4187,15_9-19 BT2,4103.0652
0.216601,0.8542,0.2048,0.185011,77.6179,57.5359,15_9-19 BT2,4103.2176
0.176832,0.9844,0.176,0.174065,67.7119,49.7723,15_9-19 BT2,4103.37
0.188293,0.996,0.1806,0.18754,76.0117,56.2727,15_9-19 BT2,4103.5224
0.188947,1.0,0.191,0.188947,62.0055,45.3311,15_9-19 BT2,4103.6748
0.13442,1.0,0.266,0.13442,4.8036,2.9997,15_9-19 BT2,4103.8272
0.09605,1.0,0.478,0.09605,0.0293,0.0133,15_9-19 BT2,4103.9796
0.090293,1.0,0.5916,0.090293,0.0025,0.001,15_9-19 BT2,4104.132
0.066888,1.0,0.631,0.066888,0.0007,0.0003,15_9-19 BT2,4104.2844
0.133056,0.8887,0.5351,0.11824,0.0177,0.0078,15_9-19 BT2,4104.4368
0.14448,0.908,0.4926,0.131183,0.0528,0.025,15_9-19 BT2,4104.5892
0.194718,0.9727,0.4763,0.189397,0.1867,0.0955,15_9-19 BT2,4104.7416
0.188831,1.0,0.367,0.188831,1.6118,0.941,15_9-19 BT2,4104.894
0.172509,1.0,0.1459,0.172509,116.6551,88.6719,15_9-19 BT2,4105.0464
0.161578,1.0,0.0769,0.161578,398.8777,327.0609,15_9-19 BT2,4105.1988
0.180758,1.0,0.0986,0.180758,361.8412,294.9161,15_9-19 BT2,4105.3512
0.193409,1.0,0.0814,0.193409,651.9997,551.0468,15_9-19 BT2,4105.5036
0.206493,1.0,0.0972,0.206493,599.184,503.7792,15_9-19 BT2,4105.656
0.200097,1.0,0.0884,0.200097,638.1874,538.6618,15_9-19 BT2,4105.8084
0.193548,1.0,0.0757,0.193548,736.7277,627.3619,15_9-19 BT2,4105.9608
0.195068,1.0,0.0881,0.195068,585.6843,491.7379,15_9-19 BT2,4106.1132
0.204425,1.0,0.0706,0.204425,1000.2075,867.9299,15_9-19 BT2,4106.2656
0.190328,1.0,0.0882,0.190328,535.3047,446.9549,15_9-19 BT2,4106.418
0.188136,1.0,0.0657,0.188136,819.387,702.3384,15_9-19 BT2,4106.5704
0.192642,1.0,0.0865,0.192642,578.8174,485.6194,15_9-19 BT2,4106.7228
0.201254,1.0,0.0566,0.201254,1259.6095,1108.6704,15_9-19 BT2,4106.8752
0.202282,1.0,0.055,0.202282,1327.7684,1172.4636,15_9-19 BT2,4107.0276
0.200812,1.0,0.0595,0.200812,1178.1553,1032.7133,15_9-19 BT2,4107.18
0.200678,1.0,0.0743,0.200678,865.038,743.9498,15_9-19 BT2,4107.3324
0.214073,0.9896,0.1047,0.211846,589.5927,495.2224,15_9-19 BT2,4107.4848
0.202241,1.0,0.0964,0.202241,562.6797,471.2582,15_9-19 BT2,4107.6372
0.195,1.0,0.0783,0.195,716.5148,609.1044,15_9-19 BT2,4107.7896
0.178211,1.0,0.0958,0.178211,365.9961,298.5125,15_9-19 BT2,4107.942
0.202501,0.975,0.0899,0.197446,646.623,546.2238,15_9-19 BT2,4108.0944
0.192855,0.9202,0.0771,0.177469,705.6039,599.2621,15_9-19 BT2,4108.2468
0.203844,0.8912,0.1222,0.181659,339.6112,275.7182,15_9-19 BT2,4108.3992
0.195685,0.9401,0.1281,0.183973,258.8404,206.6551,15_9-19 BT2,4108.5516
0.192934,0.9755,0.1367,0.188214,205.8768,162.0668,15_9-19 BT2,4108.704
0.202614,1.0,0.1175,0.202614,365.641,298.205,15_9-19 BT2,4108.8564
0.195683,1.0,0.061,0.195683,1037.7864,902.5883,15_9-19 BT2,4109.0088
0.189621,1.0,0.0595,0.189621,957.5143,828.6521,15_9-19 BT2,4109.1612
0.201146,1.0,0.0432,0.201146,1660.7982,1486.9077,15_9-19 BT2,4109.3136
0.200058,1.0,0.0533,0.200058,1319.7122,1164.9126,15_9-19 BT2,4109.466
0.195857,1.0,0.0627,0.195857,1006.736,873.9454,15_9-19 BT2,4109.6184
0.192341,1.0,0.0575,0.192341,1050.0312,913.8984,15_9-19 BT2,4109.7708
0.196746,1.0,0.0396,0.196746,1650.2747,1476.9072,15_9-19 BT2,4109.9232
0.197718,1.0,0.0569,0.197718,1173.9333,1028.7849,15_9-19 BT2,4110.0756
0.19352,1.0,0.0522,0.19352,1198.5989,1051.7476,15_9-19 BT2,4110.228
0.192866,1.0,0.0503,0.192866,1231.2249,1082.1659,15_9-19 BT2,4110.3804
0.194695,1.0,0.0508,0.194695,1261.0273,1109.9954,15_9-19 BT2,4110.5328
0.190569,1.0,0.061,0.190569,944.7313,816.9125,15_9-19 BT2,4110.6852
0.190169,1.0,0.0796,0.190169,638.1491,538.6275,15_9-19 BT2,4110.8376
0.201122,1.0,0.063,0.201122,1101.7229,961.7325,15_9-19 BT2,4110.99
0.207278,1.0,0.0437,0.207278,1841.5767,1659.2905,15_9-19 BT2,4111.1424
0.208138,1.0,0.0574,0.208138,1407.7124,1247.5439,15_9-19 BT2,4111.2948
0.20351,1.0,0.0715,0.20351,964.7682,835.3182,15_9-19 BT2,4111.4472
0.208013,1.0,0.061,0.208013,1304.4794,1150.6431,15_9-19 BT2,4111.5996
0.206343,0.9999,0.0578,0.20633,1351.4297,1194.6851,15_9-19 BT2,4111.752
0.204666,0.995,0.0686,0.203644,1047.3978,911.4653,15_9-19 BT2,4111.9044
0.200585,0.964,0.07,0.193362,943.6458,815.916,15_9-19 BT2,4112.0568
0.207947,0.9243,0.0597,0.192211,1337.1145,1181.2271,15_9-19 BT2,4112.2092
0.207258,0.9954,0.0689,0.206307,1091.1141,951.9039,15_9-19 BT2,4112.3616
0.200208,1.0,0.0886,0.200208,636.8902,537.4995,15_9-19 BT2,4112.514
0.198691,1.0,0.1085,0.198691,410.3064,337.018,15_9-19 BT2,4112.6664
0.196248,1.0,0.112,0.196248,364.5602,297.2693,15_9-19 BT2,4112.8188
0.19646,1.0,0.0997,0.19646,472.5227,391.5131,15_9-19 BT2,4112.9712
0.192088,1.0,0.0831,0.192088,615.0655,517.9664,15_9-19 BT2,4113.1236
0.196231,1.0,0.0974,0.196231,493.1501,409.6816,15_9-19 BT2,4113.276
0.199602,1.0,0.0961,0.199602,539.2689,450.4696,15_9-19 BT2,4113.4284
0.199383,1.0,0.1195,0.199383,330.9986,268.3008,15_9-19 BT2,4113.5808
0.201999,1.0,0.1296,0.201999,281.8023,226.1693,15_9-19 BT2,4113.7332
0.201908,1.0,0.1154,0.201908,377.4788,308.4647,15_9-19 BT2,4113.8856
0.195562,1.0,0.1137,0.195562,347.5354,282.5529,15_9-19 BT2,4114.038
0.207653,1.0,0.1048,0.207653,522.3571,435.4867,15_9-19 BT2,4114.1904
0.233529,0.9893,0.1092,0.231037,767.8602,655.5428,15_9-19 BT2,4114.3428
0.233231,0.9918,0.1094,0.231321,760.397,648.7806,15_9-19 BT2,4114.4952
0.228245,1.0,0.113,0.228245,644.0871,543.9498,15_9-19 BT2,4114.6476
0.226536,1.0,0.1017,0.226536,788.2428,674.0314,15_9-19 BT2,4114.8
0.223639,1.0,0.0975,0.223639,815.119,698.4552,15_9-19 BT2,4114.9524
0.222135,1.0,0.0906,0.222135,914.8234,789.4843,15_9-19 BT2,4115.1048
0.222558,0.9867,0.0925,0.219587,887.3672,764.353,15_9-19 BT2,4115.2572
0.22649,0.9455,0.099,0.214146,833.8277,715.4862,15_9-19 BT2,4115.4096
0.221154,0.9759,0.0949,0.215816,821.7214,704.4628,15_9-19 BT2,4115.562
0.225871,0.9987,0.096,0.225574,876.9934,754.8701,15_9-19 BT2,4115.7144
0.218221,1.0,0.1008,0.218221,689.827,585.0469,15_9-19 BT2,4115.8668
0.203739,1.0,0.1188,0.203739,363.6718,296.5003,15_9-19 BT2,4116.0192
0.200239,1.0,0.1229,0.200239,313.3205,253.1137,15_9-19 BT2,4116.1716
0.205555,1.0,0.1521,0.205555,188.7381,147.7814,15_9-19 BT2,4116.324
0.22853,0.9855,0.1499,0.225207,301.2792,242.799,15_9-19 BT2,4116.4764
0.221698,1.0,0.1641,0.221698,197.9463,155.4471,15_9-19 BT2,4116.6288
0.218037,1.0,0.1699,0.218037,164.0658,127.3587,15_9-19 BT2,4116.7812
0.232995,0.9797,0.168,0.228272,224.709,177.8483,15_9-19 BT2,4116.9336
0.22369,0.9623,0.157,0.215247,238.1469,189.1598,15_9-19 BT2,4117.086
0.224494,0.9107,0.1753,0.20444,165.4067,128.4641,15_9-19 BT2,4117.2384
0.224626,0.9146,0.1464,0.205433,301.3002,242.8171,15_9-19 BT2,4117.3908
0.20209,0.9934,0.0804,0.200746,782.1632,668.5137,15_9-19 BT2,4117.5432
0.197011,1.0,0.0691,0.197011,899.7885,775.7167,15_9-19 BT2,4117.6956
0.20171,1.0,0.0715,0.20171,932.9275,806.0809,15_9-19 BT2,4117.848
0.215357,1.0,0.085,0.215357,908.3937,783.5948,15_9-19 BT2,4118.0004
0.218384,1.0,0.0646,0.218384,1463.2156,1299.8262,15_9-19 BT2,4118.1528
0.228044,1.0,0.0749,0.228044,1412.1783,1251.7461,15_9-19 BT2,4118.3052
0.218317,1.0,0.0723,0.218317,1246.0653,1096.0188,15_9-19 BT2,4118.4576
0.222521,1.0,0.0598,0.222521,1745.9275,1567.9467,15_9-19 BT2,4118.61
0.224794,1.0,0.0658,0.224794,1608.9708,1437.6949,15_9-19 BT2,4118.7624
0.217847,1.0,0.0818,0.217847,1014.4608,881.0662,15_9-19 BT2,4118.9148
0.206261,1.0,0.0938,0.206261,639.6397,539.9633,15_9-19 BT2,4119.0672
0.211637,1.0,0.0771,0.211637,998.8629,866.6912,15_9-19 BT2,4119.2196
0.209049,1.0,0.079,0.209049,915.6492,790.2408,15_9-19 BT2,4119.372
0.214995,1.0,0.0744,0.214995,1123.8889,982.2872,15_9-19 BT2,4119.5244
0.213631,1.0,0.0556,0.213631,1615.9203,1444.2882,15_9-19 BT2,4119.6768
0.221599,1.0,0.0555,0.221599,1876.6597,1692.8687,15_9-19 BT2,4119.8292
0.220699,1.0,0.0579,0.220699,1756.0114,1577.5624,15_9-19 BT2,4119.9816
0.210629,1.0,0.0705,0.210629,1122.402,980.9075,15_9-19 BT2,4120.134
0.202966,1.0,0.0873,0.202966,689.1112,584.4025,15_9-19 BT2,4120.2864
0.21343,1.0,0.0901,0.21343,787.4723,673.332,15_9-19 BT2,4120.4388
0.205161,1.0,0.0885,0.205161,699.2855,593.5667,15_9-19 BT2,4120.5912
0.202408,1.0,0.0816,0.202408,767.5594,655.2702,15_9-19 BT2,4120.7436
0.203941,1.0,0.0677,0.203941,1052.0609,915.7739,15_9-19 BT2,4120.896
0.208004,1.0,0.0879,0.208004,746.1151,635.8517,15_9-19 BT2,4121.0484
0.211589,1.0,0.0754,0.211589,1033.6772,898.7947,15_9-19 BT2,4121.2008
0.213609,1.0,0.0865,0.213609,851.622,731.7066,15_9-19 BT2,4121.3532
0.216138,1.0,0.0914,0.216138,806.4907,690.6087,15_9-19 BT2,4121.5056
0.217242,1.0,0.0913,0.217242,823.947,706.4886,15_9-19 BT2,4121.658
0.218024,1.0,0.0863,0.218024,927.3334,800.9505,15_9-19 BT2,4121.8104
0.222439,1.0,0.0968,0.222439,810.2417,694.0192,15_9-19 BT2,4121.9628
0.222929,1.0,0.0975,0.222929,805.64,689.8354,15_9-19 BT2,4122.1152
0.220409,1.0,0.0907,0.220409,884.2183,761.4738,15_9-19 BT2,4122.2676
0.219992,1.0,0.0858,0.219992,972.9066,842.8009,15_9-19 BT2,4122.42
0.22686,1.0,0.0807,0.22686,1226.8473,1078.0817,15_9-19 BT2,4122.5724
0.222661,1.0,0.0657,0.222661,1549.7335,1381.5658,15_9-19 BT2,4122.7248
0.219914,1.0,0.072,0.219914,1292.6063,1139.5278,15_9-19 BT2,4122.8772
0.218411,1.0,0.0727,0.218411,1237.5262,1088.0468,15_9-19 BT2,4123.0296
0.213945,1.0,0.0694,0.213945,1221.1388,1072.757,15_9-19 BT2,4123.182
0.217108,1.0,0.0745,0.217108,1165.4238,1020.8696,15_9-19 BT2,4123.3344
0.213471,1.0,0.0782,0.213471,1008.7953,875.8434,15_9-19 BT2,4123.4868
0.215115,1.0,0.0865,0.215115,876.4244,754.3501,15_9-19 BT2,4123.6392
0.222676,1.0,0.0766,0.222676,1234.8087,1085.5104,15_9-19 BT2,4123.7916
0.228576,1.0,0.0804,0.228576,1274.3063,1122.4082,15_9-19 BT2,4123.944
0.227992,1.0,0.092,0.227992,990.196,858.7099,15_9-19 BT2,4124.0964
0.226532,1.0,0.0862,0.226532,1086.5944,947.7183,15_9-19 BT2,4124.2488
0.226084,1.0,0.0834,0.226084,1142.8311,999.8721,15_9-19 BT2,4124.4012
0.226811,1.0,0.0732,0.226811,1430.1715,1268.6847,15_9-19 BT2,4124.5536
0.229882,1.0,0.0705,0.229882,1601.3785,1430.4938,15_9-19 BT2,4124.706
0.224276,0.9977,0.0805,0.223756,1175.2754,1030.0334,15_9-19 BT2,4124.8584
0.220748,0.9887,0.0811,0.218248,1085.9899,947.1586,15_9-19 BT2,4125.0108
0.22192,1.0,0.0744,0.22192,1274.9236,1122.9855,15_9-19 BT2,4125.1632
0.221999,1.0,0.0948,0.221999,836.8569,718.246,15_9-19 BT2,4125.3156
0.226992,1.0,0.0854,0.226992,1114.0287,973.1406,15_9-19 BT2,4125.468
0.227479,1.0,0.0847,0.227479,1141.2019,998.359,15_9-19 BT2,4125.6204
0.225405,1.0,0.108,0.225405,678.5741,574.9203,15_9-19 BT2,4125.7728
0.221587,1.0,0.0866,0.221587,984.2501,853.2367,15_9-19 BT2,4125.9252
0.219821,1.0,0.0722,0.219821,1284.278,1131.7349,15_9-19 BT2,4126.0776
0.217219,1.0,0.0668,0.217219,1370.1844,1212.2655,15_9-19 BT2,4126.23
0.208677,1.0,0.073,0.208677,1028.6639,894.1676,15_9-19 BT2,4126.3824
0.221261,1.0,0.0844,0.221261,1023.4167,889.3261,15_9-19 BT2,4126.5348
0.223069,1.0,0.0996,0.223069,773.6199,660.7643,15_9-19 BT2,4126.6872
0.219355,1.0,0.0961,0.219355,776.3768,663.2644,15_9-19 BT2,4126.8396
0.223287,1.0,0.0812,0.223287,1135.7556,993.3015,15_9-19 BT2,4126.992
0.22415,1.0,0.079,0.22415,1207.9513,1060.462,15_9-19 BT2,4127.1444
0.224008,1.0,0.0821,0.224008,1129.9652,987.9261,15_9-19 BT2,4127.2968
0.222088,1.0,0.075,0.222088,1263.381,1112.1949,15_9-19 BT2,4127.4492
0.230447,1.0,0.092,0.230447,1036.3037,901.2194,15_9-19 BT2,4127.6016
0.217627,1.0,0.0886,0.217627,877.7213,755.5352,15_9-19 BT2,4127.754
0.2343,1.0,0.0848,0.2343,1291.4187,1138.4164,15_9-19 BT2,4127.9064
0.212261,1.0,0.0527,0.212261,1675.4943,1500.8796,15_9-19 BT2,4128.0588
0.202874,1.0,0.0722,0.202874,940.7985,813.3027,15_9-19 BT2,4128.2112
0.207882,1.0,0.0675,0.207882,1136.4185,993.917,15_9-19 BT2,4128.3636
0.207658,1.0,0.0557,0.207658,1444.5134,1282.1954,15_9-19 BT2,4128.516
0.206063,1.0,0.0521,0.206063,1511.9644,1345.847,15_9-19 BT2,4128.6684
0.219915,1.0,0.0602,0.219915,1651.3949,1477.9716,15_9-19 BT2,4128.8208
0.211581,1.0,0.0571,0.211581,1510.0281,1344.0173,15_9-19 BT2,4128.9732
0.215857,0.9999,0.0526,0.215839,1792.4974,1612.3831,15_9-19 BT2,4129.1256
0.214143,0.9778,0.0502,0.20938,1825.2617,1643.6888,15_9-19 BT2,4129.278
0.223186,0.8249,0.0607,0.184115,1736.0868,1558.566,15_9-19 BT2,4129.4304
0.223923,1.0,0.0373,0.223923,2858.0376,2645.845,15_9-19 BT2,4129.5828
0.221352,1.0,0.0378,0.221352,2693.9817,2484.8997,15_9-19 BT2,4129.7352
0.219443,1.0,0.0335,0.219443,2845.3406,2633.3679,15_9-19 BT2,4129.8876
0.218952,1.0,0.0544,0.218952,1827.2939,1645.6318,15_9-19 BT2,4130.04
0.216221,1.0,0.0506,0.216221,1882.2972,1698.2681,15_9-19 BT2,4130.1924
0.217625,1.0,0.0338,0.217625,2732.5156,2522.6501,15_9-19 BT2,4130.3448
0.213649,0.8997,0.0418,0.192213,2152.5186,1958.1926,15_9-19 BT2,4130.4972
0.212331,0.9279,0.0496,0.197028,1786.3251,1606.4893,15_9-19 BT2,4130.6496
0.22413,0.9789,0.0539,0.219401,2031.0752,1841.1118,15_9-19 BT2,4130.802
0.215954,1.0,0.0531,0.215954,1777.1709,1597.7506,15_9-19 BT2,4130.9544
0.20684,1.0,0.0649,0.20684,1177.0038,1031.6417,15_9-19 BT2,4131.1068
0.194667,1.0,0.0497,0.194667,1289.434,1136.5591,15_9-19 BT2,4131.2592
0.192053,1.0,0.0518,0.192053,1175.8047,1030.526,15_9-19 BT2,4131.4116
0.161918,1.0,0.0585,0.161918,0.1,492.6415,15_9-19 BT2,4131.564
0.155543,1.0,0.0559,0.155543,0.1,460.5641,15_9-19 BT2,4131.7164
0.170122,1.0,0.0577,0.170122,0.1,588.6791,15_9-19 BT2,4131.8688
0.189884,1.0,0.0751,0.189884,696.1819,590.7704,15_9-19 BT2,4132.0212
0.206632,0.9405,0.076,0.194333,930.4264,803.7869,15_9-19 BT2,4132.1736
0.217347,0.7619,0.062,0.165593,1515.4613,1349.1519,15_9-19 BT2,4132.326
0.214238,0.802,0.0538,0.171809,1695.8014,1520.1987,15_9-19 BT2,4132.4784
0.217172,0.8719,0.0604,0.189361,1560.7197,1391.9657,15_9-19 BT2,4132.6308
0.217626,0.953,0.0663,0.207391,1394.4569,1235.0763,15_9-19 BT2,4132.7832
0.214085,0.9768,0.0588,0.209123,1525.6715,1358.8037,15_9-19 BT2,4132.9356
0.220921,0.9184,0.0508,0.202885,2042.8402,1852.4357,15_9-19 BT2,4133.088
0.226684,0.9863,0.0328,0.223582,3296.8862,3079.0994,15_9-19 BT2,4133.2404
0.221791,1.0,0.0306,0.221791,3152.8342,2936.4668,15_9-19 BT2,4133.3928
0.218643,0.9557,0.047,0.208948,2119.5203,1926.3385,15_9-19 BT2,4133.5452
0.217479,0.9307,0.0532,0.202411,1825.6399,1644.0504,15_9-19 BT2,4133.6976
0.21957,0.9701,0.0618,0.213009,1586.817,1416.6884,15_9-19 BT2,4133.85
0.220006,1.0,0.0678,0.220006,1411.4254,1251.0376,15_9-19 BT2,4134.0024
0.211132,1.0,0.0489,0.211132,1772.9164,1593.6902,15_9-19 BT2,4134.1548
0.207305,1.0,0.0492,0.207305,1643.9229,1470.873,15_9-19 BT2,4134.3072
0.212068,1.0,0.061,0.212068,1404.8368,1244.8386,15_9-19 BT2,4134.4596
0.213081,1.0,0.0601,0.213081,1457.9636,1294.8737,15_9-19 BT2,4134.612
0.216161,1.0,0.0592,0.216161,1571.828,1402.4857,15_9-19 BT2,4134.7644
0.211774,1.0,0.0619,0.211774,1371.0118,1213.0426,15_9-19 BT2,4134.9168
0.211486,1.0,0.0529,0.211486,1642.6942,1469.7061,15_9-19 BT2,4135.0692
0.209439,1.0,0.0561,0.209439,1480.8638,1316.4761,15_9-19 BT2,4135.2216
0.206221,1.0,0.0602,0.206221,1281.7729,1129.3915,15_9-19 BT2,4135.374
0.198851,1.0,0.0586,0.198851,1157.9362,1013.9079,15_9-19 BT2,4135.5264
0.209972,1.0,0.0576,0.209972,1449.6871,1287.0713,15_9-19 BT2,4135.6788
0.204121,1.0,0.0585,0.204121,1276.7358,1124.6802,15_9-19 BT2,4135.8312
0.199643,1.0,0.0606,0.199643,1125.6982,983.9661,15_9-19 BT2,4135.9836
0.214169,1.0,0.0669,0.214169,1291.1912,1138.2035,15_9-19 BT2,4136.136
0.164436,1.0,0.0661,0.164436,525.8766,438.6024,15_9-19 BT2,4136.2884
0.143164,1.0,0.0605,0.143164,399.0024,327.1694,15_9-19 BT2,4136.4408
0.128196,1.0,0.0628,0.128196,288.4656,231.8508,15_9-19 BT2,4136.5932
0.11434,1.0,0.0608,0.11434,233.1457,184.9453,15_9-19 BT2,4136.7456
0.126995,1.0,0.0732,0.126995,227.5121,180.2046,15_9-19 BT2,4136.898
0.107497,1.0,0.0833,0.107497,129.0235,98.6843,15_9-19 BT2,4137.0504
0.083502,1.0,0.0849,0.083502,0.1,59.5781,15_9-19 BT2,4137.2028
0.088943,1.0,0.0666,0.088943,0.1,98.9648,15_9-19 BT2,4137.3552
0.152669,1.0,0.0494,0.152669,597.6225,502.3855,15_9-19 BT2,4137.5076
0.167534,1.0,0.0596,0.167534,636.4139,537.0728,15_9-19 BT2,4137.66
0.166064,0.7624,0.0567,0.126602,657.6345,556.1039,15_9-19 BT2,4137.8124
0.175212,0.5914,0.0435,0.103618,1022.7802,888.739,15_9-19 BT2,4137.9648
0.164484,0.4951,0.0564,0.081442,642.7841,542.7817,15_9-19 BT2,4138.1172
0.136697,0.4864,0.0584,0.066486,369.9933,301.9748,15_9-19 BT2,4138.2696
0.154479,0.6124,0.0199,0.094596,1139.155,996.4581,15_9-19 BT2,4138.422
0.147689,0.8848,0.0379,0.13068,692.6769,587.6133,15_9-19 BT2,4138.5744
0.139688,0.8402,0.0409,0.117359,561.6321,470.3267,15_9-19 BT2,4138.7268
0.137326,0.4988,0.0311,0.068503,658.7112,557.0706,15_9-19 BT2,4138.8792
0.130297,0.4632,0.0469,0.060349,416.9139,342.7826,15_9-19 BT2,4139.0316
0.132224,0.6212,0.0254,0.082131,674.9147,571.6293,15_9-19 BT2,4139.184
0.134739,0.6924,0.0498,0.093293,425.963,350.6866,15_9-19 BT2,4139.3364
0.150229,0.5989,0.0434,0.089968,647.3798,546.9024,15_9-19 BT2,4139.4888
0.158381,0.8134,0.0744,0.12883,0.1,324.3865,15_9-19 BT2,4139.6412
0.137006,1.0,0.1002,0.137006,0.1,121.1009,15_9-19 BT2,4139.7936
0.158196,1.0,0.0905,0.158196,0.1,226.7719,15_9-19 BT2,4139.946
0.162604,1.0,0.1203,0.162604,165.2391,128.3258,15_9-19 BT2,4140.0984
0.138762,1.0,0.2013,0.138762,19.8731,13.545,15_9-19 BT2,4140.2508
0.181491,1.0,0.2356,0.181491,21.4768,14.7082,15_9-19 BT2,4140.4032
0.19318,1.0,0.2998,0.19318,7.0285,4.4932,15_9-19 BT2,4140.5556
0.205009,0.8311,0.5014,0.170385,0.1342,0.0672,15_9-19 BT2,4140.708
0.210165,0.6787,0.4856,0.142648,0.2048,0.1053,15_9-19 BT2,4140.8604
0.216973,0.676,0.4955,0.146673,0.1891,0.0967,15_9-19 BT2,4141.0128
0.193159,0.7946,0.4697,0.153489,0.2078,0.1069,15_9-19 BT2,4141.1652
0.198904,0.8059,0.4269,0.160295,0.561,0.3069,15_9-19 BT2,4141.3176
0.17416,0.8901,0.4567,0.155016,0.1919,0.0983,15_9-19 BT2,4141.47
0.182173,0.9117,0.4437,0.166092,0.2911,0.1529,15_9-19 BT2,4141.6224
0.222601,0.9097,0.3482,0.202499,4.4325,2.7542,15_9-19 BT2,4141.7748
0.224607,0.9523,0.367,0.213886,3.1183,1.8961,15_9-19 BT2,4141.9272
0.205759,0.9552,0.3879,0.196534,1.4278,0.8274,15_9-19 BT2,4142.0796
0.23148,0.8486,0.4189,0.196442,1.208,0.6928,15_9-19 BT2,4142.232
0.229857,0.9041,0.3846,0.207813,2.3831,1.4252,15_9-19 BT2,4142.3844
0.21209,1.0,0.4366,0.21209,0.5848,0.3207,15_9-19 BT2,4142.5368
