PHIF,SW,VSH,BVW,KLOGH,KLOGV,WELL,DEPTH
0.216998,0.9928,0.439,0.215432,0.6089,0.3348,15_9-19 BT2,4142.6892
0.205175,1.0,0.4239,0.205175,0.6707,0.371,15_9-19 BT2,4142.8416
0.210338,1.0,0.3909,0.210338,1.4618,0.8483,15_9-19 BT2,4142.994
0.220285,0.9367,0.3983,0.206344,1.5036,0.8741,15_9-19 BT2,4143.1464
0.209198,0.9476,0.3227,0.198236,5.8815,3.7189,15_9-19 BT2,4143.2988
0.209195,0.9577,0.3602,0.200348,2.7028,1.629,15_9-19 BT2,4143.4512
0.239285,0.8585,0.35,0.205436,5.8081,3.6696,15_9-19 BT2,4143.6036
0.240049,0.8879,0.3759,0.213129,3.4482,2.1097,15_9-19 BT2,4143.756
0.246261,0.8976,0.3209,0.221037,12.0873,7.9897,15_9-19 BT2,4143.9084
0.252623,0.9027,0.3046,0.228045,19.0248,12.9319,15_9-19 BT2,4144.0608
0.243795,0.9421,0.3143,0.229669,13.224,8.7897,15_9-19 BT2,4144.2132
0.236811,0.9616,0.3448,0.22772,6.1801,3.9196,15_9-19 BT2,4144.3656
0.25003,0.9315,0.3322,0.232897,10.2463,6.7042,15_9-19 BT2,4144.518
0.242968,0.9657,0.3467,0.234637,6.6579,4.2421,15_9-19 BT2,4144.6704
0.249694,0.939,0.3563,0.234462,6.1835,3.9219,15_9-19 BT2,4144.8228
0.243796,0.9522,0.3661,0.232137,4.524,2.8146,15_9-19 BT2,4144.9752
0.249601,0.9196,0.4197,0.229534,1.6571,0.9691,15_9-19 BT2,4145.1276
0.24084,0.9478,0.3948,0.228268,2.3657,1.4142,15_9-19 BT2,4145.28
0.224161,1.0,0.4428,0.224161,0.6423,0.3543,15_9-19 BT2,4145.4324
0.247487,0.9178,0.3784,0.227139,3.7507,2.3067,15_9-19 BT2,4145.5848
0.234098,0.9239,0.3265,0.216278,8.5947,5.5629,15_9-19 BT2,4145.7372
0.232138,0.907,0.3374,0.210556,6.6079,4.2083,15_9-19 BT2,4145.8896
0.231354,0.895,0.3037,0.207052,13.1086,8.7083,15_9-19 BT2,4146.042
0.225598,0.9199,0.2759,0.207518,20.9604,14.333,15_9-19 BT2,4146.1944
0.221901,0.9082,0.2597,0.20154,27.407,19.0535,15_9-19 BT2,4146.3468
0.22963,0.8636,0.2467,0.198311,41.4151,29.5341,15_9-19 BT2,4146.4992
0.217939,0.8881,0.2907,0.19355,13.3976,8.9122,15_9-19 BT2,4146.6516
0.208246,0.882,0.2794,0.183682,14.1636,9.4541,15_9-19 BT2,4146.804
0.204908,0.8853,0.2892,0.181409,10.8777,7.1436,15_9-19 BT2,4146.9564
0.192545,0.9985,0.3088,0.192252,5.7664,3.6416,15_9-19 BT2,4147.1088
0.195973,1.0,0.3071,0.195973,6.3716,4.0487,15_9-19 BT2,4147.2612
0.193275,1.0,0.2979,0.193275,7.3292,4.6975,15_9-19 BT2,4147.4136
0.189741,1.0,0.3281,0.189741,3.6702,2.2542,15_9-19 BT2,4147.566
0.19922,1.0,0.3491,0.19922,2.8294,1.7101,15_9-19 BT2,4147.7184
0.206914,0.9826,0.4095,0.203316,0.9319,0.526,15_9-19 BT2,4147.8708
0.207201,0.9613,0.3865,0.19918,1.5092,0.8775,15_9-19 BT2,4148.0232
0.194258,1.0,0.3974,0.194258,0.9504,0.5371,15_9-19 BT2,4148.1756
0.198271,1.0,0.4173,0.198271,0.6775,0.375,15_9-19 BT2,4148.328
0.219246,0.938,0.3826,0.20565,2.0425,1.21,15_9-19 BT2,4148.4804
0.19944,1.0,0.3614,0.19944,2.2029,1.3111,15_9-19 BT2,4148.6328
0.197704,1.0,0.3366,0.197704,3.5658,2.1861,15_9-19 BT2,4148.7852
0.205163,1.0,0.3515,0.205163,3.0058,1.8235,15_9-19 BT2,4148.9376
0.209839,1.0,0.3607,0.209839,2.7081,1.6324,15_9-19 BT2,4149.09
0.205489,0.7806,0.3588,0.160394,2.5979,1.562,15_9-19 BT2,4149.2424
0.195989,0.2897,0.2808,0.056783,10.9746,7.2112,15_9-19 BT2,4149.3948
0.214379,0.1526,0.1426,0.032707,269.9129,216.0523,15_9-19 BT2,4149.5472
0.204609,0.1295,0.0899,0.0265,673.2498,570.1324,15_9-19 BT2,4149.6996
0.230321,0.117,0.0963,0.026948,946.6269,818.6528,15_9-19 BT2,4149.852
0.223607,0.1559,0.101,0.034869,758.6876,647.2324,15_9-19 BT2,4150.0044
0.20346,0.3091,0.1148,0.062893,393.4263,322.3175,15_9-19 BT2,4150.1568
0.227083,0.5057,0.1253,0.114839,488.3002,405.4056,15_9-19 BT2,4150.3092
0.217552,0.8875,0.1249,0.193085,413.4153,339.7296,15_9-19 BT2,4150.4616
0.226125,0.9746,0.1401,0.220373,352.9388,287.219,15_9-19 BT2,4150.614
0.225956,1.0,0.1403,0.225956,350.838,285.4043,15_9-19 BT2,4150.7664
0.22162,1.0,0.1443,0.22162,298.1345,240.1095,15_9-19 BT2,4150.9188
0.222834,1.0,0.1476,0.222834,284.6862,228.6273,15_9-19 BT2,4151.0712
0.229185,1.0,0.1515,0.229185,295.1678,237.5736,15_9-19 BT2,4151.2236
0.226943,1.0,0.1697,0.226943,194.4943,152.5782,15_9-19 BT2,4151.376
0.223605,1.0,0.1947,0.223605,108.8386,82.3775,15_9-19 BT2,4151.5284
0.212176,1.0,0.188,0.212176,101.2836,76.3202,15_9-19 BT2,4151.6808
0.210006,1.0,0.1584,0.210006,179.4821,140.0992,15_9-19 BT2,4151.8332
0.216174,1.0,0.1458,0.216174,261.2453,208.6941,15_9-19 BT2,4151.9856
0.210367,1.0,0.1346,0.210367,295.9982,238.2833,15_9-19 BT2,4152.138
0.202952,1.0,0.1341,0.202952,261.1082,208.5779,15_9-19 BT2,4152.2904
0.200949,1.0,0.1377,0.200949,233.6217,185.3462,15_9-19 BT2,4152.4428
0.201161,0.9772,0.1348,0.196578,248.9854,198.312,15_9-19 BT2,4152.5952
0.206021,0.9929,0.1454,0.204555,218.5276,172.659,15_9-19 BT2,4152.7476
0.205873,0.9991,0.1499,0.205682,198.6399,156.0254,15_9-19 BT2,4152.9
0.196095,1.0,0.1531,0.196095,155.1866,120.0537,15_9-19 BT2,4153.0524
0.196867,1.0,0.1716,0.196867,107.3243,81.1613,15_9-19 BT2,4153.2048
0.203982,0.9908,0.1904,0.202114,82.8869,61.6909,15_9-19 BT2,4153.3572
0.205636,0.9461,0.1857,0.194561,94.063,70.5569,15_9-19 BT2,4153.5096
0.206749,0.9891,0.1935,0.204501,81.6934,60.7483,15_9-19 BT2,4153.662
0.198409,1.0,0.2295,0.198409,33.2689,23.4067,15_9-19 BT2,4153.8144
0.187015,1.0,0.2353,0.187015,23.9011,16.4766,15_9-19 BT2,4153.9668
0.183749,0.9993,0.2588,0.183619,13.8237,9.2134,15_9-19 BT2,4154.1192
0.190366,1.0,0.3039,0.190366,6.1376,3.891,15_9-19 BT2,4154.2716
0.190247,0.968,0.3087,0.184156,5.5428,3.4919,15_9-19 BT2,4154.424
0.179322,0.9734,0.3064,0.174556,4.7501,2.9642,15_9-19 BT2,4154.5764
0.170008,0.9794,0.3073,0.166504,3.9313,2.4248,15_9-19 BT2,4154.7288
0.164417,1.0,0.302,0.164417,3.9565,2.4413,15_9-19 BT2,4154.8812
0.164632,1.0,0.3249,0.164632,2.4739,1.4829,15_9-19 BT2,4155.0336
0.181487,0.9414,0.3312,0.170861,2.9586,1.7932,15_9-19 BT2,4155.186
0.204177,0.9477,0.3244,0.193505,5.1775,3.2481,15_9-19 BT2,4155.3384
0.207491,0.9315,0.3347,0.193285,4.4444,2.7621,15_9-19 BT2,4155.4908
0.195813,0.9248,0.3222,0.181087,4.6392,2.8908,15_9-19 BT2,4155.6432
0.189012,0.7651,0.2871,0.14462,8.4793,5.4837,15_9-19 BT2,4155.7956
0.177884,0.4172,0.2393,0.074221,18.5776,12.6095,15_9-19 BT2,4155.948
0.18291,0.308,0.1982,0.056332,47.7788,34.3737,15_9-19 BT2,4156.1004
0.168523,0.3057,0.2012,0.051512,34.4359,24.2793,15_9-19 BT2,4156.2528
0.125332,0.3916,0.2139,0.049083,11.9467,7.8911,15_9-19 BT2,4156.4052
0.131027,0.4419,0.1826,0.057897,25.3739,17.5565,15_9-19 BT2,4156.5576
0.143662,0.3369,0.1344,0.048404,87.057,64.9909,15_9-19 BT2,4156.71
0.162581,0.2332,0.092,0.037909,297.1122,239.2355,15_9-19 BT2,4156.8624
0.18289,0.2043,0.0945,0.037362,409.814,336.5887,15_9-19 BT2,4157.0148
0.192747,0.2109,0.1114,0.040649,346.2281,281.4247,15_9-19 BT2,4157.1672
0.184889,0.2758,0.088,0.050986,486.5707,403.8813,15_9-19 BT2,4157.3196
0.194273,0.5302,0.0778,0.103006,714.8187,607.5737,15_9-19 BT2,4157.472
0.179864,0.9664,0.0402,0.173818,1194.6503,1048.0696,15_9-19 BT2,4157.6244
0.179244,1.0,0.0577,0.179244,822.0781,704.7874,15_9-19 BT2,4157.7768
0.188628,1.0,0.0846,0.188628,558.9868,467.9753,15_9-19 BT2,4157.9292
0.181116,1.0,0.0771,0.181116,568.4207,476.3642,15_9-19 BT2,4158.0816
0.190499,1.0,0.0602,0.190499,960.534,831.4268,15_9-19 BT2,4158.234
0.185966,1.0,0.0861,0.185966,515.9186,429.7903,15_9-19 BT2,4158.3864
0.188181,1.0,0.0802,0.188181,607.9064,511.5682,15_9-19 BT2,4158.5388
0.166692,1.0,0.0957,0.166692,296.4528,238.6718,15_9-19 BT2,4158.6912
0.154614,1.0,0.0901,0.154614,266.6809,213.3069,15_9-19 BT2,4158.8436
0.197166,0.9949,0.1171,0.196165,334.0351,270.9146,15_9-19 BT2,4158.996
0.195166,0.9679,0.1323,0.188903,234.6164,186.1841,15_9-19 BT2,4159.1484
0.185706,0.9636,0.1197,0.178943,256.0271,204.2714,15_9-19 BT2,4159.3008
0.190715,0.9161,0.1237,0.174708,258.6119,206.4615,15_9-19 BT2,4159.4532
0.193344,0.9047,0.1262,0.174918,257.7791,205.7557,15_9-19 BT2,4159.6056
0.190033,0.925,0.1243,0.175788,252.162,200.9991,15_9-19 BT2,4159.758
0.188851,0.9278,0.157,0.175215,125.2006,95.5831,15_9-19 BT2,4159.9104
0.185152,1.0,0.1522,0.185152,129.2523,98.8701,15_9-19 BT2,4160.0628
0.18217,1.0,0.114,0.18217,269.9219,216.06,15_9-19 BT2,4160.2152
0.187535,1.0,0.1155,0.187535,289.0121,232.3171,15_9-19 BT2,4160.3676
0.172821,1.0,0.1315,0.172821,158.2532,122.5738,15_9-19 BT2,4160.52
0.165755,1.0,0.131,0.165755,140.3223,107.883,15_9-19 BT2,4160.6724
0.16346,1.0,0.1283,0.16346,142.2567,109.4625,15_9-19 BT2,4160.8248
0.185896,1.0,0.1546,0.185896,124.7444,95.2133,15_9-19 BT2,4160.9772
0.18449,1.0,0.1429,0.18449,154.8518,119.7787,15_9-19 BT2,4161.1296
0.202196,1.0,0.1686,0.202196,126.0664,96.2849,15_9-19 BT2,4161.282
0.203767,1.0,0.1348,0.203767,261.2021,208.6574,15_9-19 BT2,4161.4344
0.195079,1.0,0.1541,0.195079,149.049,115.0192,15_9-19 BT2,4161.5868
0.19803,0.9418,0.1604,0.186497,138.3436,106.2687,15_9-19 BT2,4161.7392
0.178752,0.9295,0.1658,0.166153,86.6571,64.674,15_9-19 BT2,4161.8916
0.201548,0.8308,0.181,0.167453,96.1965,72.2571,15_9-19 BT2,4162.044
0.19783,0.8418,0.182,0.166524,88.0963,65.8149,15_9-19 BT2,4162.1964
0.217541,0.7806,0.1809,0.169815,129.4444,99.0261,15_9-19 BT2,4162.3488
0.211761,0.7946,0.188,0.168268,100.5477,75.7353,15_9-19 BT2,4162.5012
0.214485,0.7876,0.2151,0.168934,60.2643,43.9809,15_9-19 BT2,4162.6536
0.224969,0.7578,0.2247,0.170485,59.9402,43.7299,15_9-19 BT2,4162.806
0.207004,0.8018,0.2054,0.165972,0.1,47.0258,15_9-19 BT2,4162.9584
0.193965,0.8346,0.2188,0.16188,0.1,27.1157,15_9-19 BT2,4163.1108
0.198079,0.8226,0.2046,0.162939,0.1,40.2017,15_9-19 BT2,4163.2632
0.174725,1.0,0.2208,0.174725,0.1,17.8104,15_9-19 BT2,4163.4156
0.191149,1.0,0.2144,0.191149,0.1,28.3009,15_9-19 BT2,4163.568
0.17871,1.0,0.2932,0.17871,0.1,3.9143,15_9-19 BT2,4163.7204
0.189467,1.0,0.399,0.189467,0.84,0.4711,15_9-19 BT2,4163.8728
0.226243,0.9965,0.5041,0.225447,0.1877,0.096,15_9-19 BT2,4164.0252
0.214301,0.8021,0.5384,0.171884,0.0739,0.0357,15_9-19 BT2,4164.1776
0.174672,1.0,0.5417,0.174672,0.1,0.0153,15_9-19 BT2,4164.33
0.157481,1.0,0.4555,0.157481,0.1,0.0728,15_9-19 BT2,4164.4824
0.209037,0.9914,0.4061,0.207249,1.0419,0.5921,15_9-19 BT2,4164.6348
0.243414,0.9314,0.3934,0.226706,2.5509,1.532,15_9-19 BT2,4164.7872
0.243724,0.8249,0.3672,0.201053,4.4137,2.7418,15_9-19 BT2,4164.9396
0.204624,0.9714,0.4501,0.198772,0.3853,0.206,15_9-19 BT2,4165.092
0.21142,1.0,0.4789,0.21142,0.2405,0.1249,15_9-19 BT2,4165.2444
0.232193,0.9647,0.5194,0.223986,0.1524,0.077,15_9-19 BT2,4165.3968
0.236071,0.9391,0.5097,0.221692,0.2,0.1027,15_9-19 BT2,4165.5492
0.205743,1.0,0.5221,0.205743,0.0885,0.0432,15_9-19 BT2,4165.7016
0.221123,1.0,0.5273,0.221123,0.1055,0.0521,15_9-19 BT2,4165.854
0.2398,1.0,0.548,0.2398,0.097,0.0476,15_9-19 BT2,4166.0064
0.25018,0.9715,0.5667,0.243054,0.0797,0.0386,15_9-19 BT2,4166.1588
0.244462,0.9857,0.5995,0.240955,0.0363,0.0168,15_9-19 BT2,4166.3112
0.242466,0.9859,0.5859,0.23904,0.0465,0.0218,15_9-19 BT2,4166.4636
0.25352,0.9543,0.594,0.241943,0.0481,0.0226,15_9-19 BT2,4166.616
0.250866,0.9586,0.543,0.240488,0.1318,0.066,15_9-19 BT2,4166.7684
0.24905,0.9647,0.4867,0.240261,0.4092,0.2195,15_9-19 BT2,4166.9208
0.236517,1.0,0.4615,0.236517,0.5473,0.299,15_9-19 BT2,4167.0732
0.234269,1.0,0.4662,0.234269,0.4768,0.2582,15_9-19 BT2,4167.2256
0.242354,0.9947,0.4812,0.241072,0.4055,0.2174,15_9-19 BT2,4167.378
0.233412,1.0,0.4868,0.233412,0.3063,0.1614,15_9-19 BT2,4167.5304
0.239008,0.9978,0.482,0.238472,0.3748,0.2,15_9-19 BT2,4167.6828
0.247418,0.9469,0.4441,0.23428,0.9602,0.5429,15_9-19 BT2,4167.8352
0.254125,0.9231,0.4217,0.234583,1.729,1.0138,15_9-19 BT2,4167.9876
0.246906,0.9412,0.4236,0.23239,1.4552,0.8442,15_9-19 BT2,4168.14
0.236204,1.0,0.411,0.236204,1.5511,0.9034,15_9-19 BT2,4168.2924
0.218879,1.0,0.4115,0.218879,1.1159,0.6369,15_9-19 BT2,4168.4448
0.219998,1.0,0.4111,0.219998,1.1476,0.6561,15_9-19 BT2,4168.5972
0.247562,0.9835,0.3874,0.243471,3.1154,1.8942,15_9-19 BT2,4168.7496
0.255258,0.9561,0.3982,0.24404,2.8745,1.7391,15_9-19 BT2,4168.902
0.261926,0.9328,0.3995,0.244327,3.159,1.9224,15_9-19 BT2,4169.0544
0.263373,0.9263,0.3928,0.243966,3.7298,2.2931,15_9-19 BT2,4169.2068
0.255813,0.9453,0.3768,0.241817,4.5235,2.8143,15_9-19 BT2,4169.3592
0.258508,0.9289,0.3408,0.240138,10.0265,6.5516,15_9-19 BT2,4169.5116
0.260437,0.9333,0.3263,0.243066,14.0344,9.3626,15_9-19 BT2,4169.664
0.257189,0.9496,0.3352,0.244233,10.9769,7.2128,15_9-19 BT2,4169.8164
0.262319,0.9535,0.3331,0.250109,12.6017,8.3512,15_9-19 BT2,4169.9688
0.220626,1.0,0.3182,0.220626,7.9704,5.135,15_9-19 BT2,4170.1212
0.194543,1.0,0.3177,0.194543,0.1,3.1126,15_9-19 BT2,4170.2736
0.182336,1.0,0.3159,0.182336,0.1,2.5507,15_9-19 BT2,4170.426
0.186735,1.0,0.3069,0.186735,0.1,3.3927,15_9-19 BT2,4170.5784
0.186189,0.5406,0.3113,0.10066,0.1,3.0448,15_9-19 BT2,4170.7308
0.175153,0.3919,0.3015,0.068635,0.1,3.0427,15_9-19 BT2,4170.8832
0.173588,0.4097,0.3023,0.071112,0.1,2.9031,15_9-19 BT2,4171.0356
0.208698,0.6261,0.3058,0.130672,0.1,5.343,15_9-19 BT2,4171.188
0.226709,0.9074,0.3068,0.205718,11.2915,7.4325,15_9-19 BT2,4171.3404
0.232486,0.9196,0.3186,0.213802,9.8198,6.4083,15_9-19 BT2,4171.4928
0.242889,0.9207,0.3163,0.223618,12.4914,8.2736,15_9-19 BT2,4171.6452
0.252268,0.9135,0.3168,0.230454,14.693,9.8297,15_9-19 BT2,4171.7976
0.258413,0.8854,0.2906,0.228805,28.3324,19.7372,15_9-19 BT2,4171.95
0.259362,0.8827,0.2815,0.22893,34.7608,24.5226,15_9-19 BT2,4172.1024
0.259111,0.9134,0.2956,0.236668,25.8435,17.9016,15_9-19 BT2,4172.2548
0.26104,0.902,0.2804,0.23545,36.6724,25.9566,15_9-19 BT2,4172.4072
0.262646,0.8829,0.2787,0.231881,39.1709,27.8379,15_9-19 BT2,4172.5596
0.259058,0.9054,0.2759,0.234541,38.8228,27.5754,15_9-19 BT2,4172.712
0.25714,0.9269,0.2554,0.238348,57.3845,41.753,15_9-19 BT2,4172.8644
0.258656,0.9113,0.3068,0.235707,20.3123,13.8629,15_9-19 BT2,4173.0168
0.253769,0.9368,0.3867,0.237733,3.5443,2.1722,15_9-19 BT2,4173.1692
0.246226,0.9706,0.396,0.238977,2.5447,1.528,15_9-19 BT2,4173.3216
0.245683,0.975,0.38,0.239529,3.5129,2.1518,15_9-19 BT2,4173.474
0.249128,0.9696,0.3714,0.241564,4.4714,2.7799,15_9-19 BT2,4173.6264
0.237717,1.0,0.3601,0.237717,4.575,2.8483,15_9-19 BT2,4173.7788
0.235432,0.9661,0.3128,0.227455,11.7022,7.7198,15_9-19 BT2,4173.9312
0.241296,0.9194,0.3156,0.221858,12.2988,8.1383,15_9-19 BT2,4174.0836
0.233707,0.9115,0.3245,0.213023,8.8974,5.7712,15_9-19 BT2,4174.236
0.214303,0.939,0.3211,0.201236,6.6812,4.2578,15_9-19 BT2,4174.3884
0.206296,0.9921,0.3238,0.204659,5.4499,3.4298,15_9-19 BT2,4174.5408
0.213705,0.9791,0.3358,0.20923,4.8717,3.0448,15_9-19 BT2,4174.6932
0.228563,0.9521,0.3888,0.217608,2.1338,1.2675,15_9-19 BT2,4174.8456
0.225118,0.9642,0.3799,0.217063,2.4115,1.4433,15_9-19 BT2,4174.998
0.238243,0.8011,0.2703,0.188734,16.934,11.4284,15_9-19 SR,4400.0928
0.240777,0.8155,0.2626,0.190851,20.617,14.0838,15_9-19 SR,4400.2452
0.241399,0.8265,0.2459,0.196361,21.828,14.9636,15_9-19 SR,4400.3976
0.242192,0.8486,0.2407,0.199509,21.498,14.7236,15_9-19 SR,4400.55
0.244016,0.8616,0.2448,0.205514,19.654,13.3864,15_9-19 SR,4400.7024
0.245653,0.8639,0.2607,0.210246,19.496,13.2722,15_9-19 SR,4400.8548
0.248546,0.8634,0.2662,0.212208,21.225,14.5251,15_9-19 SR,4401.0072
0.24833,0.8659,0.264,0.214585,22.059,15.1318,15_9-19 SR,4401.1596
0.241687,0.8844,0.2587,0.21502,19.64,13.3763,15_9-19 SR,4401.312
0.235147,0.9015,0.2542,0.213747,16.447,11.0798,15_9-19 SR,4401.4644
0.217504,0.9459,0.2573,0.211987,9.502,6.1884,15_9-19 SR,4401.6168
0.207975,0.9707,0.2745,0.205736,6.94,4.4331,15_9-19 SR,4401.7692
0.193393,1.0,0.2859,0.201891,4.47,2.779,15_9-19 SR,4401.9216
0.190514,1.0,0.2986,0.193393,4.403,2.7348,15_9-19 SR,4402.074
0.194292,0.9878,0.2924,0.190514,6.563,4.1779,15_9-19 SR,4402.2264
0.199222,0.9675,0.2548,0.191926,8.916,5.784,15_9-19 SR,4402.3788
0.210115,0.9366,0.2316,0.192757,15.065,10.0941,15_9-19 SR,4402.5312
0.21449,0.9291,0.1985,0.196785,17.612,11.9148,15_9-19 SR,4402.6836
0.218267,0.9323,0.1918,0.199293,18.657,12.6667,15_9-19 SR,4402.836
0.217022,0.9426,0.1952,0.203485,16.785,11.3217,15_9-19 SR,4402.9884
0.208672,0.9731,0.2044,0.204569,10.814,7.0992,15_9-19 SR,4403.1408
0.202785,0.9903,0.2342,0.203051,8.102,5.225,15_9-19 SR,4403.2932
0.190405,1.0,0.2527,0.200814,4.414,2.742,15_9-19 SR,4403.4456
0.183692,1.0,0.2916,0.190405,3.253,1.9831,15_9-19 SR,4403.598
0.164948,1.0,0.3098,0.183692,1.7,0.9958,15_9-19 SR,4403.75
0.136376,1.0,0.336,0.164948,0.054,0.0256,15_9-19 SR,4403.9028
0.12185,1.0,0.3298,0.136376,0.036,0.0166,15_9-19 SR,4404.0552
0.104414,1.0,0.3119,0.12185,0.022,0.0099,15_9-19 SR,4404.2076
0.103638,1.0,0.2599,0.104414,0.022,0.0099,15_9-19 SR,4404.36
0.110736,1.0,0.2352,0.103638,0.027,0.0123,15_9-19 SR,4404.5124
0.114011,1.0,0.2062,0.110736,0.029,0.0132,15_9-19 SR,4404.6648
0.116762,1.0,0.2017,0.114011,0.032,0.0147,15_9-19 SR,4404.8172
0.11851,1.0,0.1982,0.116762,0.033,0.0152,15_9-19 SR,4404.9696
0.128189,0.9665,0.1949,0.11851,0.043,0.0201,15_9-19 SR,4405.122
0.135741,0.924,0.1832,0.123891,3.261,1.9883,15_9-19 SR,4405.2744
0.151121,0.8623,0.1764,0.125425,5.089,3.1892,15_9-19 SR,4405.4268
0.157548,0.8482,0.1655,0.130308,6.105,3.8691,15_9-19 SR,4405.5792
0.169051,0.8432,0.1614,0.133635,8.158,5.2634,15_9-19 SR,4405.7316
0.175399,0.8443,0.1584,0.142548,9.158,5.9508,15_9-19 SR,4405.884
0.18809,0.8546,0.1621,0.148093,10.183,6.6602,15_9-19 SR,4406.0364
0.191609,0.8703,0.1846,0.160734,9.541,6.2153,15_9-19 SR,4406.1888
0.186652,0.9426,0.2022,0.16675,6.094,3.8617,15_9-19 SR,4406.3412
0.17838,0.9992,0.2423,0.175948,4.354,2.7025,15_9-19 SR,4406.4936
0.157371,1.0,0.2599,0.178234,2.38,1.4233,15_9-19 SR,4406.646
0.147422,1.0,0.2743,0.157371,1.998,1.182,15_9-19 SR,4406.7984
0.132445,1.0,0.2679,0.147422,1.909,1.1262,15_9-19 SR,4406.9508
0.134984,1.0,0.2318,0.132445,2.831,1.7112,15_9-19 SR,4407.1032
0.14402,1.0,0.1913,0.134984,3.808,2.3441,15_9-19 SR,4407.2556
0.169634,1.0,0.1806,0.14402,6.56,4.1759,15_9-19 SR,4407.408
0.17809,0.99,0.1862,0.169634,7.302,4.679,15_9-19 SR,4407.5604
0.179856,0.949,0.1967,0.176315,6.483,4.1239,15_9-19 SR,4407.7128
0.175671,0.9457,0.2159,0.170684,5.634,3.5529,15_9-19 SR,4407.8652
0.158308,0.9738,0.2212,0.166135,3.649,2.2404,15_9-19 SR,4408.0176
0.147058,1.0,0.2253,0.154167,2.808,1.6964,15_9-19 SR,4408.17
0.127145,1.0,0.2257,0.147058,0.042,0.0196,15_9-19 SR,4408.3224
0.121844,1.0,0.2235,0.127145,0.036,0.0166,15_9-19 SR,4408.4748
0.126738,0.9958,0.2231,0.121844,0.042,0.0196,15_9-19 SR,4408.625
0.135821,0.9322,0.2302,0.126202,0.054,0.0256,15_9-19 SR,4408.7796
0.154432,0.8458,0.2357,0.126606,3.024,1.8353,15_9-19 SR,4408.932
0.15718,0.842,0.2373,0.13062,3.314,2.0227,15_9-19 SR,4409.0844
0.14278,0.9206,0.2339,0.132339,2.412,1.4436,15_9-19 SR,4409.2368
0.129161,1.0,0.2322,0.131439,0.045,0.0211,15_9-19 SR,4409.3892
0.106739,1.0,0.2375,0.129161,0.024,0.0108,15_9-19 SR,4409.5416
0.104344,1.0,0.2565,0.106739,0.022,0.0099,15_9-19 SR,4409.694
0.121385,1.0,0.2657,0.104344,0.036,0.0166,15_9-19 SR,4409.8464
0.137271,1.0,0.2805,0.121385,0.056,0.0266,15_9-19 SR,4409.9988
0.170734,0.9509,0.2899,0.137271,0.142,0.0714,15_9-19 SR,4410.1512
0.194712,0.8887,0.3167,0.162347,3.006,1.8237,15_9-19 SR,4410.3036
0.201193,0.8788,0.3501,0.17305,2.968,1.7992,15_9-19 SR,4410.456
0.203334,0.8781,0.3695,0.17681,2.102,1.2474,15_9-19 SR,4410.6084
0.199929,0.8797,0.4169,0.17855,1.552,0.904,15_9-19 SR,4410.7608
0.187671,0.8808,0.444,0.175882,0.844,0.4735,15_9-19 SR,4410.9132
0.18058,0.8816,0.4835,0.165303,0.718,0.3988,15_9-19 SR,4411.0656
0.1699,0.876,0.4834,0.159204,0.138,0.0692,15_9-19 SR,4411.218
0.166572,0.8699,0.4398,0.148829,0.126,0.0629,15_9-19 SR,4411.3704
0.161445,0.8583,0.4087,0.144904,0.109,0.0539,15_9-19 SR,4411.5228
0.157534,0.8612,0.3665,0.138567,0.098,0.0481,15_9-19 SR,4411.6752
0.144888,0.8953,0.3644,0.135664,0.069,0.0332,15_9-19 SR,4411.8276
0.136641,0.928,0.3912,0.129723,0.055,0.0261,15_9-19 SR,4411.98
0.117388,1.0,0.4127,0.126809,0.032,0.0147,15_9-19 SR,4412.1324
0.106973,1.0,0.4547,0.117388,0.024,0.0108,15_9-19 SR,4412.2848
0.088928,1.0,0.4672,0.106973,0.015,0.0066,15_9-19 SR,4412.4372
0.083129,1.0,0.4539,0.088928,0.012,0.0052,15_9-19 SR,4412.5896
0.076796,1.0,0.4264,0.083129,0.01,0.0043,15_9-19 SR,4412.742
0.074471,1.0,0.3541,0.076796,0.01,0.0043,15_9-19 SR,4412.8944
0.07368,1.0,0.3239,0.074471,0.01,0.0043,15_9-19 SR,4413.0468
0.079028,1.0,0.2926,0.07368,0.011,0.0047,15_9-19 SR,4413.1992
0.09849,1.0,0.288,0.079028,0.019,0.0084,15_9-19 SR,4413.3516
0.125987,1.0,0.2864,0.09849,0.041,0.0191,15_9-19 SR,4413.504
0.140277,0.9564,0.2967,0.125987,0.061,0.0291,15_9-19 SR,4413.6564
0.164591,0.8841,0.312,0.134155,0.12,0.0597,15_9-19 SR,4413.8088
0.173917,0.866,0.3582,0.145517,0.155,0.0783,15_9-19 SR,4413.9612
0.188107,0.8471,0.3799,0.150619,0.23,0.1191,15_9-19 SR,4414.1136
0.193563,0.8414,0.3977,0.15934,2.092,1.2411,15_9-19 SR,4414.266
0.201474,0.8344,0.3908,0.162872,3.289,2.0065,15_9-19 SR,4414.4184
0.203803,0.8348,0.3582,0.168114,4.009,2.4757,15_9-19 SR,4414.5708
0.205589,0.8417,0.3408,0.17014,4.978,3.1154,15_9-19 SR,4414.7232
0.20561,0.8459,0.3197,0.173035,4.993,3.1254,15_9-19 SR,4414.875
0.204941,0.8542,0.3194,0.173931,4.291,2.661,15_9-19 SR,4415.028
0.204231,0.8602,0.3358,0.17507,3.758,2.3115,15_9-19 SR,4415.1804
0.202317,0.8794,0.3498,0.175688,2.687,1.6189,15_9-19 SR,4415.3328
